Date,Log_Close,Trend,Seasonal,Residual,Residual_MA_12,Residual_MA_52
1992-03-22,0.362798095901585,0.5918872392659353,-0.006698159260385009,-0.22908914336435032,,
1992-03-29,0.38764409194403276,0.5949149808402466,-0.010168208531774683,-0.20727088889621387,,
1992-04-05,0.36906793491877476,0.5979427224145579,-0.024084721105161945,-0.22887478749578316,,
1992-04-12,0.38149016594296825,0.6009704639888691,-0.016010840879790884,-0.21948029804590086,,
1992-04-19,0.45868008418917805,0.6039982055631804,-0.028031708729069647,-0.14531812137400235,,
1992-04-26,0.47004380196937945,0.6070259471374917,-0.027781781917478564,-0.13698214516811225,,
1992-05-03,0.5250027770877871,0.610053688711803,-0.021334647234719496,-0.0850509116240159,,
1992-05-10,0.561751915086173,0.6130814302861143,-0.018224179798708967,-0.051329515199941333,,
1992-05-17,0.5565842351389394,0.6161091718604256,-0.01390706219376466,-0.05952493672148618,,
1992-05-24,0.5565842351389394,0.6191369134347368,-0.009410330108844291,-0.06255267829579736,,
1992-05-31,0.5196406409677932,0.622164655009048,-0.0085471611841352,-0.10252401404125489,,
1992-06-07,0.5513893680846227,0.6251923965833593,-0.006984537782491565,-0.07380302849873666,-0.1334833723937996,
1992-06-14,0.5513893680846227,0.6282201381576706,-0.006831047961539669,-0.07683077007304795,-0.1207951746195244,
1992-06-21,0.47567789593398235,0.6312478797319819,-0.0015246912889232671,-0.15556998379799958,-0.11648676586133987,
1992-06-28,0.4058816975261517,0.6342756213062932,-0.008732534577272752,-0.2283939237801415,-0.11644669388503641,
1992-07-05,0.4355572886748948,0.6373033628806044,-0.0023389512776300202,-0.2017460742057096,-0.11496884189835381,
1992-07-12,0.3937601374256119,0.6403311044549157,0.01184899999145384,-0.2465709670293038,-0.1234065790362956,
1992-07-19,0.38149016594296825,0.643358846029227,0.0008178783273106812,-0.26186868008625874,-0.13381379027947446,
1992-07-26,0.4355572886748948,0.6463865876035383,0.011953426856815394,-0.2108292989286435,-0.1442953225548601,
1992-08-02,0.4529491271181738,0.6494143291778496,0.010848945194767258,-0.19646520205967577,-0.15638996312650463,
1992-08-09,0.4615327671687223,0.6524420707521608,0.015604999169255817,-0.19090930358343844,-0.16733866036500067,
1992-08-16,0.41785784790727565,0.6554698123264721,0.015565718599068195,-0.2376119644191964,-0.18192693420861725,
1992-08-23,0.38149016594296825,0.6584975539007834,0.008022733510789531,-0.2770073879578151,-0.1964672153683306,
1992-08-30,0.38149016594296825,0.6615252954750946,0.00995731906976423,-0.2800351295321264,-0.21365322378777973,
1992-09-06,0.34374996632360827,0.6645530370494059,0.008582289518499842,-0.32080307072579767,-0.23398424884217553,
1992-09-13,0.3721876401477751,0.6675807786237172,0.005962788064135157,-0.2953931384759421,-0.24563617839867072,
1992-09-20,0.3340878330022859,0.6706085201980284,0.003891163913552256,-0.3365206871957425,-0.2546467420166375,
1992-09-27,0.34374996632360827,0.6736362617723397,0.004751928970377068,-0.32988629544873144,-0.26532509378688934,
1992-10-04,0.2843263992155723,0.676664003346651,0.005920010587567134,-0.3923376041310787,-0.27747231354537055,
1992-10-11,0.32433194842364027,0.6796917449209623,0.01032038568204435,-0.355359796497322,-0.28526323991295915,
1992-10-18,0.2843263992155723,0.6827194864952736,0.007303348237221943,-0.3983930872797013,-0.30089355560888065,
1992-10-25,0.34374996632360827,0.6857472280695849,-0.004827776305147209,-0.3419972617459766,-0.31302122724940573,
1992-11-01,0.4355572886748948,0.6887749696438961,0.002784181006118288,-0.25321768096900127,-0.31821359203153593,
1992-11-08,0.4784824928101957,0.6918027112182074,0.008931813160433481,-0.21332021840801163,-0.31618927986393724,
1992-11-15,0.4529491271181738,0.6948304527925186,-0.007785722762469964,-0.24188132567434484,-0.31326210800698134,
1992-11-22,0.527672503550404,0.6978581943668299,-0.004558784843737816,-0.17018569081642598,-0.30410798811400636,
1992-11-29,0.5356409271714642,0.7008859359411412,-0.01077219288897553,-0.16524500876967707,-0.29114481628432964,
1992-12-06,0.5033801049866359,0.7039136775154524,-0.016033916936326064,-0.20053357252881654,-0.2832398524554025,
1992-12-13,0.48685071416129033,0.7069414190897637,-0.01597145108016166,-0.22009070492847338,-0.27353735393313006,
1992-12-20,0.4615327671687223,0.709969160664075,-0.009453878291313925,-0.24843639349535268,-0.26674986210368185,
1992-12-27,0.5513893680846227,0.7129969022383863,0.004679580188765666,-0.1616075341537636,-0.24752235627223892,
1993-01-03,0.6120137838541793,0.7160246438126976,0.01721514492137872,-0.10401085995851833,-0.2265766115606719,
1993-01-10,0.5971988784881981,0.7190523853870088,0.01796132260338125,-0.12185350689881069,-0.20353164652893105,
1993-01-17,0.5971988784881981,0.7220801269613202,0.015407375776625496,-0.1248812484731221,-0.18543864542285984,
1993-01-24,0.6829655950947346,0.7251078685356314,0.018335148152736996,-0.042142273440896716,-0.16784902812885114,
1993-01-31,0.655186002152491,0.7281356101099427,0.008183931804566192,-0.07294960795745165,-0.15615147725797113,
1993-02-07,0.6965713203845012,0.731163351684254,0.016864054131427785,-0.034592031299752746,-0.1388773693934218,
1993-02-14,0.6829655950947346,0.7341910932585652,0.01469048317715471,-0.051225498163830596,-0.1289640200057055,
1993-02-21,0.6120137838541793,0.7372188348328765,0.01612449710103116,-0.12520505097869727,-0.1256273568564572,
1993-02-28,0.5513893680846227,0.7402465764071877,0.006372350107271748,-0.18885720832256503,-0.12465432650593622,
1993-03-07,0.5356409271714642,0.743274317981499,-0.003860117188374144,-0.20763339081003485,-0.12361621699606636,
1993-03-14,0.5196406409677932,0.7463020595558103,0.00497258630468273,-0.22666141858801714,-0.1218016357537884,-0.19443962154451555
1993-03-21,0.5196406409677932,0.7493298011301216,-0.006698159260385009,-0.22968916016232843,-0.12747510458783548,-0.19445116032909204
1993-03-28,0.5196406409677932,0.7523575427044329,-0.010168208531774683,-0.23271690173663973,-0.13820060806934556,-0.19494050672986948
1993-04-04,0.5196406409677932,0.7553852842787441,-0.024084721105161945,-0.2357446433109509,-0.1476915361036906,-0.1950726193416996
1993-04-11,0.5356409271714642,0.7584130258530554,-0.016010840879790884,-0.2227720986815912,-0.15584910695439635,-0.19513592320007828
1993-04-18,0.4355572886748948,0.7614407674273667,-0.028031708729069647,-0.32588347875247187,-0.17949420739702762,-0.198608333918895
1993-04-25,0.4267466098562605,0.764468509001678,-0.027781781917478564,-0.33772189914541745,-0.20155856499602479,-0.20246871380307394
1993-05-02,0.6622037973436481,0.7674962505759892,-0.021334647234719496,-0.10529245323234115,-0.20745026682374046,-0.20285797421861868
1993-05-09,0.7099942947799455,0.7705239921503005,-0.018224179798708967,-0.06052969737035507,-0.2082256167576175,-0.20303490079881892
1993-05-16,0.7363114006302243,0.7735517337246118,-0.01390706219376466,-0.03724033309438757,-0.20089522360059173,-0.20260635072906702
1993-05-23,0.7232395924775671,0.776579475298923,-0.009410330108844291,-0.05333988282135593,-0.1896021131421576,-0.20242918158532777
1993-05-30,0.6965713203845012,0.7796072168732343,-0.0085471611841352,-0.08303589648873311,-0.17921898861538246,-0.20205441009393313
1993-06-06,0.7099942947799455,0.7826349584475456,-0.006984537782491565,-0.07264066366760014,-0.1663839257053477,-0.2020320569241036
1993-06-13,0.7232395924775671,0.7856627000218569,-0.006831047961539669,-0.06242310754428981,-0.15244508798717782,-0.20175498649085824
1993-06-20,0.7099942947799455,0.7886904415961682,-0.0015246912889232671,-0.07869614681622272,-0.13961002507714307,-0.2002766434719779
1993-06-27,0.6691723808469107,0.7917181831704794,-0.008732534577272752,-0.12254580232356871,-0.13017678832819454,-0.19824110267473613
1993-07-04,0.8053045918020432,0.7947459247447907,-0.0023389512776300202,0.010558667057252502,-0.11073255784995757,-0.1941583191889099
1993-07-11,0.8698428931562789,0.797773666319102,0.01184899999145384,0.07206922683717698,-0.07756983238415352,-0.18803062315301605
1993-07-18,0.858414437325951,0.8008014078934133,0.0008178783273106812,0.057613029432537766,-0.044625255002657245,-0.18188674412380845
1993-07-25,0.8351574515242784,0.8038291494677245,0.011953426856815394,0.0313283020565539,-0.033240192061915995,-0.1772298671817854
1993-08-01,0.8641447904078187,0.8068568910420357,0.010848945194767258,0.057287899365782935,-0.02342205900057116,-0.17234999984668045
1993-08-08,0.8923157734287106,0.809884632616347,0.015604999169255817,0.08243114081236358,-0.013449436175008564,-0.16709345283906885
1993-08-15,0.9251055836476381,0.8129123741906583,0.015565718599068195,0.11219320945697975,0.0003449881815194104,-0.16036643026452702
1993-08-22,0.9142948946220403,0.8159401157649696,0.008022733510789531,0.09835477885707067,0.015460877793669725,-0.15314792705654842
1993-08-29,0.9033656697269803,0.8189678573392809,0.00995731906976423,0.08439781238769939,0.028547417464944685,-0.14613960125039793
1993-09-05,0.8811423125890259,0.8219955989135922,0.008582289518499842,0.05914671367543367,0.03867823589992164,-0.13883287462729735
1993-09-12,0.8698428931562789,0.8250233404879035,0.005962788064135157,0.04481955266837545,0.04897121085697149,-0.132290322874522
1993-09-19,0.9142948946220403,0.8280510820622147,0.003891163913552256,0.0862438125598256,0.06637034543058769,-0.12416023634076108
1993-09-26,0.8698428931562789,0.831078823636526,0.004751928970377068,0.038764069519752975,0.06872079563579606,-0.1170708062452133
1993-10-03,0.9142948946220403,0.8341065652108373,0.005920010587567134,0.08018832941120302,0.06939738751696489,-0.10798376906170788
1993-10-10,0.9088446366137845,0.8371343067851486,0.01032038568204435,0.0717103298286359,0.07057216254997307,-0.09977088201697791
1993-10-17,0.9976765723628198,0.8401620483594598,0.007303348237221943,0.15751452400335997,0.08108768104554025,-0.0890803510307652
1993-10-24,0.9033656697269803,0.843189789933771,-0.004827776305147209,0.060175879793209264,0.0813283460811591,-0.08134625215501162
1993-10-31,0.9251055836476381,0.8462175315080823,0.002784181006118288,0.07888805213955574,0.08103308869175845,-0.07495960344138554
1993-11-07,0.8811423125890259,0.8492452730823936,0.008931813160433481,0.03189703950663225,0.07434174119589616,-0.070243886943027
1993-11-14,0.9774735797755176,0.8522730146567049,-0.007785722762469964,0.12520056511881272,0.07657889005104133,-0.06318461981238935
1993-11-21,0.9976765723628198,0.8553007562310162,-0.004558784843737816,0.1423758161318036,0.08141039036305002,-0.057173821601846475
1993-11-28,0.9976765723628198,0.8583284978053274,-0.01077219288897553,0.13934807455749243,0.08809383710322156,-0.05131626230709321
1993-12-05,1.0884305426305807,0.8613562393796388,-0.016033916936326064,0.2270743032509419,0.10328173298510213,-0.04309303392671325
1993-12-12,1.1020364680932642,0.86438398095395,-0.01597145108016166,0.2376524871393142,0.11589912253339281,-0.03429028023310194
1993-12-19,1.137438350378286,0.8674117225282613,-0.009453878291313925,0.2700266278500246,0.1351710023942488,-0.02431983751492161
1993-12-26,1.1965272855465812,0.8704394641025726,0.004679580188765666,0.3260878214440086,0.15566262673031594,-0.014941080676502913
1994-01-02,1.2287881077314093,0.8734672056768837,0.01721514492137872,0.3553209020545256,0.17929684108247343,-0.006107777560867453
1994-01-09,1.188296597028942,0.8764949472511951,0.01796132260338125,0.31180164977774694,0.1921541015636723,0.002231744682912501
1994-01-16,1.1243091044001954,0.8795226888255063,0.015407375776625496,0.24478641557468905,0.20753831287879565,0.009340738222293485
1994-01-23,1.1198937904162058,0.8825504303998176,0.018335148152736996,0.23734336001638823,0.2207429218685317,0.014715461942625888
1994-01-30,1.137438350378286,0.8855781719741289,0.008183931804566192,0.251860178404157,0.23907318344332543,0.02096180398804144
1994-02-06,1.1020364680932642,0.8886059135484402,0.016864054131427785,0.21343055454482396,0.24642568256215966,0.025731469100437145
1994-02-13,1.0512170680511483,0.8916336551227515,0.01469048317715471,0.15958341292839684,0.24785964896187576,0.02978548662144152
1994-02-20,1.0838539709890216,0.8946613966970627,0.01612449710103116,0.1891925742919589,0.25201335727308133,0.035831594799723365
1994-02-27,1.0838539709890216,0.897689138271374,0.006372350107271748,0.1861648327176476,0.24860423472864013,0.043043557127419765
1994-03-06,1.1198937904162058,0.9007168798456853,-0.003860117188374144,0.21917691057052058,0.24706460334790734,0.05125144753858429
1994-03-13,1.1198937904162058,0.9037446214199966,0.00497258630468273,0.21614916899620928,0.24257481511008938,0.059767035761357876
1994-03-20,1.171629673370141,0.9067723629943079,-0.006698159260385009,0.26485731037583315,0.23747227252107475,0.06927754481016868
1994-03-27,1.1965272855465812,0.909800104568619,-0.010168208531774683,0.2867271809779621,0.2317561290980278,0.0792668540931418
1994-04-03,1.0929864244901832,0.9128278461429304,-0.024084721105161945,0.1801585783472528,0.2207858731454866,0.08726499297118416
1994-04-10,1.146096307678119,0.9158555877172416,-0.016010840879790884,0.23024071996087736,0.21957373184433568,0.0959767779450778
1994-04-17,1.0559452764615302,0.9188833292915529,-0.028031708729069647,0.13706194716997733,0.21121694744046807,0.10487957459743259
1994-04-24,0.9774735797755176,0.9219110708658642,-0.027781781917478564,0.05556250890965342,0.19485880831592609,0.11244273629079934
1994-05-01,0.9876260953151936,0.9249388124401754,-0.021334647234719496,0.06268728287501824,0.18229686901010897,0.11567311583132547
1994-05-08,0.9876260953151936,0.9279665540144868,-0.018224179798708967,0.05965954130070683,0.1739698797078015,0.11798444734423051
1994-05-15,0.9033656697269803,0.930994295588798,-0.01390706219376466,-0.02762862586181769,0.1559014463616534,0.11816928786793378
